book,sheet,county,party,candidate,votes
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Payette,CON,Scott Copeland,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Power,CON,Scott Copeland,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Shoshone,CON,Scott Copeland,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Teton,CON,Scott Copeland,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Twin Falls,CON,Scott Copeland,5
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Valley,CON,Scott Copeland,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Washington,CON,Scott Copeland,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Ada,CON,Scott Copeland,48
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Adams,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bannock,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bear Lake,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Benewah,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bingham,CON,J.R. Myers,4
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Blaine,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Boise,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bonner,CON,J.R. Myers,9
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bonneville,CON,J.R. Myers,14
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Boundary,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Butte,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Camas,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Canyon,CON,J.R. Myers,26
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Caribou,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Cassia,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Clark,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Clearwater,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Custer,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Elmore,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Franklin,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Fremont,CON,J.R. Myers,4
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Gem,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Gooding,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Idaho,CON,J.R. Myers,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Jefferson,CON,J.R. Myers,2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Jerome,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Kootenai,CON,J.R. Myers,7
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Latah,CON,J.R. Myers,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lemhi,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lewis,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lincoln,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Madison,CON,J.R. Myers,5
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Minidoka,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Nez Perce,CON,J.R. Myers,5
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Oneida,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Owyhee,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Payette,CON,J.R. Myers,3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Power,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Shoshone,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Teton,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Twin Falls,CON,J.R. Myers,8
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Valley,CON,J.R. Myers,1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Washington,CON,J.R. Myers,0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Ada,CON,J.R. Myers,23
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Adams,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bannock,CON,"Patrick Anthony 
Ockander",2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bear Lake,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Benewah,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bingham,CON,"Patrick Anthony 
Ockander",4
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Blaine,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Boise,CON,"Patrick Anthony 
Ockander",2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bonner,CON,"Patrick Anthony 
Ockander",3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Bonneville,CON,"Patrick Anthony 
Ockander",9
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Boundary,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Butte,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Camas,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Canyon,CON,"Patrick Anthony 
Ockander",17
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Caribou,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Cassia,CON,"Patrick Anthony 
Ockander",3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Clark,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Clearwater,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Custer,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Elmore,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Franklin,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Fremont,CON,"Patrick Anthony 
Ockander",3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Gem,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Gooding,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Idaho,CON,"Patrick Anthony 
Ockander",2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Jefferson,CON,"Patrick Anthony 
Ockander",2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Jerome,CON,"Patrick Anthony 
Ockander",2
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Kootenai,CON,"Patrick Anthony 
Ockander",12
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Latah,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lemhi,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lewis,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Lincoln,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Madison,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Minidoka,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Nez Perce,CON,"Patrick Anthony 
Ockander",5
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Oneida,CON,"Patrick Anthony 
Ockander",1
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Owyhee,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Payette,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Power,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Shoshone,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Teton,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Twin Falls,CON,"Patrick Anthony 
Ockander",3
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Valley,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Washington,CON,"Patrick Anthony 
Ockander",0
/home/nacnudus/R/openelections-data-id/xlsx/2016/16Pres_pri_stwd_cnty.xlsx,Voting Stats,Ada,CON,"Patrick Anthony 
Ockander",18
